Sample	Frequency	Magnitude	Phase	Marker	Timestamp
537	5590.81	78.68075	-7.499056	 	20:35:4
538	5857.021	78.46832	-7.294651	 	20:35:4
539	6135.907	78.26769	-7.189146	 	20:35:4
540	6428.073	78.08918	-6.990956	 	20:35:4
541	6734.151	77.87285	-6.83511	 	20:35:5
542	7054.802	77.64569	-6.72377	 	20:35:5
543	7390.722	77.36207	-6.549902	 	20:35:5
544	7742.637	77.08747	-6.470011	 	20:35:5
545	8111.308	76.91254	-6.286608	 	20:35:5
546	8497.534	76.71652	-6.163599	 	20:35:5
547	8902.15	76.43114	-6.032611	 	20:35:5
548	9326.033	76.20765	-5.903138	 	20:35:6
549	9770.1	75.96659	-5.816104	 	20:35:6
550	10235.31	75.7365	-5.714275	 	20:35:6
551	10722.67	75.55475	-5.599616	 	20:35:6
552	11233.24	75.28378	-5.481108	 	20:35:6
553	11768.12	75.05579	-5.35112	 	20:35:6
554	12328.47	74.87061	-5.200839	 	20:35:7
555	12915.5	74.64555	-5.069783	 	20:35:7
556	13530.48	74.40943	-4.968759	 	20:35:7
557	14174.74	74.18494	-4.831735	 	20:35:7
558	14849.68	73.95487	-4.711622	 	20:35:7
559	15556.76	73.65693	-4.584238	 	20:35:7
560	16297.51	73.40798	-4.425843	 	20:35:8
561	17073.53	73.20234	-4.295758	 	20:35:8
562	17886.5	72.93925	-4.137326	 	20:35:8
563	18738.17	72.69443	-3.975614	 	20:35:8
564	19630.41	72.4611	-3.802251	 	20:35:8
565	20565.12	72.21903	-3.638544	 	20:35:8
566	21544.35	71.92825	-3.454503	 	20:35:9
567	22570.2	71.65906	-3.283051	 	20:35:9
568	23644.89	71.44024	-3.07812	 	20:35:9
569	24770.76	71.19734	-2.840154	 	20:35:9
570	25950.24	70.98241	-2.637784	 	20:35:9
571	27185.88	70.79349	-2.371233	 	20:35:9
572	28480.36	70.56226	-2.18715	 	20:35:10
573	29836.47	70.3634	-1.950196	 	20:35:10
574	31257.16	70.13246	-1.675163	 	20:35:10
575	32745.49	69.94926	-1.401722	 	20:35:10
576	34304.69	69.73871	-1.087695	 	20:35:10
577	35938.14	69.47724	-0.7861764	 	20:35:10
578	37649.36	69.26893	-0.4805371	 	20:35:11
579	39442.06	69.02084	-0.1432805	 	20:35:11
580	41320.12	68.80672	0.2256509	 	20:35:11
581	43287.61	68.62411	0.5937721	 	20:35:11
582	45348.79	68.52454	0.9933617	 	20:35:11
583	47508.1	68.39857	1.381639	 	20:35:11
584	49770.23	68.21508	1.819759	 	20:35:12
585	52140.08	67.96737	2.275825	 	20:35:12
586	54622.77	67.80109	2.736797	 	20:35:12
587	57223.68	67.67159	3.178844	 	20:35:12
588	59948.43	67.59878	3.701916	 	20:35:12
589	62802.91	67.45741	4.248859	 	20:35:12
590	65793.32	67.37489	4.783079	 	20:35:13
591	68926.12	67.24537	-354.6577	 	20:35:13
592	72208.09	67.28528	5.926761	 	20:35:13
593	75646.34	67.2849	6.544266	 	20:35:13
594	79248.29	67.20113	7.191799	 	20:35:13
595	83021.76	67.1991	7.846397	 	20:35:13
596	86974.9	67.23975	8.493694	 	20:35:13
597	91116.27	67.21557	9.17804	 	20:35:14
598	95454.84	67.30347	9.928095	 	20:35:14
599	100000	67.38252	10.59121	 	20:35:14
600	1000	94.47728	-19.54399	 	20:35:14
601	1047.616	93.64598	-19.13018	 	20:35:14
602	1097.499	92.67136	-18.68434	 	20:35:14
603	1149.757	92.28771	-18.24135	 	20:35:15
604	1204.504	91.17471	-17.74618	 	20:35:15
605	1261.857	90.5938	-17.28615	 	20:35:15
606	1321.941	89.90492	-16.7676	 	20:35:15
607	1384.886	89.38193	-16.41768	 	20:35:15
608	1450.829	89.02473	-15.88265	 	20:35:15
609	1519.911	88.30946	-15.45123	 	20:35:16
610	1592.283	87.71842	-15.15046	 	20:35:16
611	1668.101	87.47601	-14.81355	 	20:35:16
612	1747.528	86.7504	-14.40217	 	20:35:16
613	1830.738	86.35646	-13.96674	 	20:35:16
614	1917.91	86.03764	-13.61735	 	20:35:16
615	2009.233	85.44829	-13.31888	 	20:35:17
616	2104.904	84.98287	-12.8443	 	20:35:17
617	2205.131	84.4379	-12.54408	 	20:35:17
618	2310.13	84.16557	-12.18068	 	20:35:17
619	2420.128	83.78542	-11.94936	 	20:35:17
620	2535.365	83.36357	-11.65683	 	20:35:17
621	2656.088	83.19077	-11.25913	 	20:35:18
622	2782.559	82.64683	-10.97774	 	20:35:18
623	2915.053	82.35976	-10.61256	 	20:35:18
624	3053.855	82.13899	-10.41152	 	20:35:18
625	3199.267	81.76657	-10.0371	 	20:35:18
626	3351.603	81.48199	-9.807102	 	20:35:18
627	3511.192	81.20264	-9.635254	 	20:35:19
628	3678.38	80.87158	-9.346313	 	20:35:19
629	3853.529	80.68808	-9.154751	 	20:35:19
630	4037.017	80.39149	-8.927047	 	20:35:19
631	4229.243	80.11866	-8.71782	 	20:35:19
632	4430.622	79.88844	-8.524482	 	20:35:19
633	4641.589	79.56605	-8.258547	 	20:35:20
634	4862.602	79.36812	-8.1322	 	20:35:20
635	5094.138	79.17815	-7.847758	 	20:35:20
636	5336.699	78.93337	-7.686519	 	20:35:20
637	5590.81	78.76889	-7.50422	 	20:35:20
638	5857.021	78.51308	-7.377214	 	20:35:20
639	6135.907	78.21436	-7.244846	 	20:35:20
640	6428.073	78.0433	-7.041021	 	20:35:21
641	6734.151	77.82713	-6.889744	 	20:35:21
642	7054.802	77.60748	-6.785078	 	20:35:21
643	7390.722	77.45274	-6.564615	 	20:35:21
644	7742.637	77.18034	-6.48807	 	20:35:21
645	8111.308	76.98079	-6.368762	 	20:35:21
646	8497.534	76.79793	-6.178551	 	20:35:22
647	8902.15	76.5171	-6.045397	 	20:35:22
648	9326.033	76.291	-5.917181	 	20:35:22
649	9770.1	76.13321	-5.826903	 	20:35:22
650	10235.31	75.89913	-5.723161	 	20:35:22
651	10722.67	75.71384	-5.602205	 	20:35:22
652	11233.24	75.44478	-5.481395	 	20:35:23
653	11768.12	75.20815	-5.349412	 	20:35:23
654	12328.47	75.02013	-5.196741	 	20:35:23
655	12915.5	74.72678	-5.079571	 	20:35:23
656	13530.48	74.55386	-4.959183	 	20:35:23
657	14174.74	74.23251	-4.79197	 	20:35:23
658	14849.68	74.03068	-4.72613	 	20:35:24
659	15556.76	73.79057	-4.566302	 	20:35:24
660	16297.51	73.59314	-4.378312	 	20:35:24
661	17073.53	73.32749	-4.277023	 	20:35:24
662	17886.5	73.05968	-4.116586	 	20:35:24
663	18738.17	72.80753	-3.9504	 	20:35:24
664	19630.41	72.56409	-3.775473	 	20:35:25
665	20565.12	72.3175	-3.605503	 	20:35:25
666	21544.35	72.07189	-3.44418	 	20:35:25
667	22570.2	71.82162	-3.220927	 	20:35:25
668	23644.89	71.57758	-3.062445	 	20:35:25
669	24770.76	71.33076	-2.814421	 	20:35:25
670	25950.24	71.10493	-2.610645	 	20:35:26
671	27185.88	70.90526	-2.381824	 	20:35:26
672	28480.36	70.66987	-2.147061	 	20:35:26
673	29836.47	70.46537	-1.907032	 	20:35:26
674	31257.16	70.30073	-1.660497	 	20:35:26
675	32745.49	70.03606	-1.350471	 	20:35:26
676	34304.69	69.84396	-1.072706	 	20:35:26
677	35938.14	69.57729	-0.7686263	 	20:35:27
678	37649.36	69.35725	-0.4542375	 	20:35:27
679	39442.06	69.17902	-0.1074732	 	20:35:27
680	41320.12	68.93227	0.237754	 	20:35:27
681	43287.61	68.74562	0.6120086	 	20:35:27
682	45348.79	68.5886	1.0309	 	20:35:28
683	47508.1	68.39478	1.421582	 	20:35:28
684	49770.23	68.20494	1.8504	 	20:35:28
685	52140.08	68.00298	2.314532	 	20:35:28
686	54622.77	67.8983	2.749856	 	20:35:28
687	57223.68	67.81235	3.234661	 	20:35:28
688	59948.43	67.64001	3.767622	 	20:35:28
689	62802.91	67.5327	4.290277	 	20:35:29
690	65793.32	67.43488	4.823131	 	20:35:29
691	68926.12	67.40469	-354.6144	 	20:35:29
692	72208.09	67.31414	5.966827	 	20:35:29
693	75646.34	67.24483	6.558445	 	20:35:29
694	79248.29	67.23917	7.183056	 	20:35:29
695	83021.76	67.27731	7.88257	 	20:35:30
696	86974.9	67.29678	8.532496	 	20:35:30
697	91116.27	67.32127	9.219329	 	20:35:30
698	95454.84	67.39021	9.992046	 	20:35:30
699	100000	67.43917	10.65989	 	20:35:30
700	1000	94.48621	-19.96268	 	20:35:30
701	1047.616	93.65413	-19.53515	 	20:35:31
702	1097.499	93.06403	-18.8996	 	20:35:31
703	1149.757	92.03178	-18.41039	 	20:35:31
704	1204.504	91.5146	-17.97394	 	20:35:31
705	1261.857	90.90868	-17.48606	 	20:35:31
706	1321.941	90.21832	-16.97886	 	20:35:31
707	1384.886	89.67284	-16.60282	 	20:35:32
708	1450.829	88.8158	-16.0247	 	20:35:32
709	1519.911	88.58907	-15.63862	 	20:35:32
710	1592.283	87.98837	-15.33021	 	20:35:32
711	1668.101	87.54159	-14.82963	 	20:35:32
712	1747.528	86.81319	-14.4171	 	20:35:32
713	1830.738	86.41681	-13.98056	 	20:35:33
714	1917.91	85.88762	-13.74819	 	20:35:33
715	2009.233	85.50397	-13.3306	 	20:35:33
716	2104.904	85.0312	-13.08898	 	20:35:33
717	2205.131	84.65158	-12.67637	 	20:35:33
718	2310.13	84.37286	-12.30674	 	20:35:33
719	2420.128	83.83297	-11.95734	 	20:35:34
720	2535.365	83.42333	-11.65791	 	20:35:34
721	2656.088	83.0864	-11.36615	 	20:35:34
722	2782.559	82.85307	-11.08365	 	20:35:34
723	2915.053	82.42641	-10.80968	 	20:35:34
724	3053.855	82.20638	-10.42546	 	20:35:34
725	3199.267	81.82567	-10.22539	 	20:35:34
726	3351.603	81.55167	-9.995397	 	20:35:35
727	3511.192	81.25532	-9.63826	 	20:35:35
728	3678.38	81.04655	-9.431855	 	20:35:35
729	3853.529	80.73641	-9.167442	 	20:35:35
730	4037.017	80.45407	-8.938535	 	20:35:35
731	4229.243	80.17189	-8.73327	 	20:35:35
732	4430.622	80.01772	-8.444705	 	20:35:36
733	4641.589	79.73068	-8.32327	 	20:35:36
734	4862.602	79.58949	-8.106533	 	20:35:36
735	5094.138	79.3363	-7.902468	 	20:35:36
736	5336.699	79.08324	-7.741598	 	20:35:36
737	5590.81	78.97574	-7.480574	 	20:35:36
738	5857.021	78.7053	-7.346335	 	20:35:37
739	6135.907	78.4983	-7.246766	 	20:35:37
740	6428.073	78.28731	-7.11306	 	20:35:37
741	6734.151	78.00808	-6.858155	 	20:35:37
742	7054.802	77.78154	-6.749506	 	20:35:37
743	7390.722	77.5884	-6.594435	 	20:35:37
744	7742.637	77.42641	-6.463461	 	20:35:38
745	8111.308	77.13255	-6.326694	 	20:35:38
746	8497.534	76.93096	-6.200469	 	20:35:38
747	8902.15	76.73405	-6.077868	 	20:35:38
748	9326.033	76.49901	-5.936551	 	20:35:38
749	9770.1	76.34253	-5.77987	 	20:35:38
750	10235.31	76.10023	-5.669653	 	20:35:39
751	10722.67	75.90659	-5.54671	 	20:35:39
752	11233.24	75.62375	-5.419834	 	20:35:39
753	11768.12	75.39349	-5.335561	 	20:35:39
754	12328.47	75.202	-5.183456	 	20:35:39
755	12915.5	74.96931	-5.042237	 	20:35:39
756	13530.48	74.78839	-4.911822	 	20:35:40
757	14174.74	74.48979	-4.788117	 	20:35:40
758	14849.68	74.24492	-4.663715	 	20:35:40
759	15556.76	73.99763	-4.497522	 	20:35:40
760	16297.51	73.77496	-4.373418	 	20:35:40
761	17073.53	73.55302	-4.231244	 	20:35:40
762	17886.5	73.27695	-4.058919	 	20:35:41
763	18738.17	73.06354	-3.919661	 	20:35:41
764	19630.41	72.81274	-3.729806	 	20:35:41
765	20565.12	72.55589	-3.552166	 	20:35:41
766	21544.35	72.3009	-3.375941	 	20:35:41
767	22570.2	72.06998	-3.205064	 	20:35:41
768	23644.89	71.83792	-2.986208	 	20:35:41
769	24770.76	71.5641	-2.769869	 	20:35:42
770	25950.24	71.32966	-2.548684	 	20:35:42
771	27185.88	71.11521	-2.305506	 	20:35:42
772	28480.36	70.92992	-2.100932	 	20:35:42
773	29836.47	70.70863	-1.839809	 	20:35:42
774	31257.16	70.47546	-1.582418	 	20:35:42
775	32745.49	70.29457	-1.331007	 	20:35:43
776	34304.69	70.04565	-1.055446	 	20:35:43
777	35938.14	69.81619	-0.7045079	 	20:35:43
778	37649.36	69.62532	-0.4045581	 	20:35:43
779	39442.06	69.39856	-0.06335017	 	20:35:43
780	41320.12	69.18542	0.276406	 	20:35:43
781	43287.61	69.0426	0.66706	 	20:35:44
782	45348.79	68.85865	1.071724	 	20:35:44
783	47508.1	68.65053	1.448268	 	20:35:44
784	49770.23	68.50196	1.913722	 	20:35:44
785	52140.08	68.29784	2.368463	 	20:35:44
786	54622.77	68.20176	2.80809	 	20:35:44
787	57223.68	68.04807	3.3034	 	20:35:45
788	59948.43	67.94083	3.808248	 	20:35:45
789	62802.91	67.83997	4.313295	 	20:35:45
790	65793.32	67.71405	4.851763	 	20:35:45
791	68926.12	67.66924	-354.5422	 	20:35:45
792	72208.09	67.63089	6.004352	 	20:35:45
793	75646.34	67.57037	6.606967	 	20:35:46
794	79248.29	67.53103	7.221374	 	20:35:46
795	83021.76	67.56079	7.898429	 	20:35:46
796	86974.9	67.60439	8.549108	 	20:35:46
797	91116.27	67.60808	9.259879	 	20:35:46
798	95454.84	67.67551	10.03592	 	20:35:46
799	100000	67.77214	10.6775	 	20:35:47
