Sample	Frequency	Magnitude	Phase	Marker	Timestamp
23.5000000000001	509.4138	1086.985	-0.01890157	 	19:34:55
23.6000000000001	533.6699	1086.645	0.0097543	 	19:34:55
23.7000000000001	559.081	1086.982	-0.01482404	 	19:34:55
23.8000000000001	585.7021	1086.576	0.01565232	 	19:34:55
23.9000000000001	613.5907	1086.724	-0.003917527	 	19:34:55
24.0000000000001	642.8073	1086.612	0.007723875	 	19:34:55
24.1000000000001	673.415	1086.408	0.008286535	 	19:34:55
24.2000000000001	705.4802	1086.655	0.01188521	 	19:34:56
24.3000000000001	739.0722	1086.602	0.008290357	 	19:34:56
24.4000000000001	774.2637	1086.627	0.0108532	 	19:34:56
24.5000000000001	811.1309	1086.48	0.006604571	 	19:34:56
24.6000000000001	849.7534	1086.642	-0.003762671	 	19:34:56
24.7000000000001	890.2151	1086.545	0.01035304	 	19:34:56
24.8000000000001	932.6033	1086.626	0.008172546	 	19:34:56
24.9000000000001	977.0099	1086.697	0.001264822	 	19:34:56
25.0000000000001	1023.531	1086.63	0.004176719	 	19:34:56
25.1000000000001	1072.267	1086.779	0.001496594	 	19:34:56
25.2000000000001	1123.324	1086.604	0.006219119	 	19:34:56
25.3000000000001	1176.812	1086.714	0.006643399	 	19:34:56
25.4000000000001	1232.847	1086.601	0.006388441	 	19:34:56
25.5000000000001	1291.55	1086.774	0.00319591	 	19:34:57
25.6000000000001	1353.048	1086.669	0.00562261	 	19:34:57
25.7000000000001	1417.474	1086.721	-0.001586836	 	19:34:57
25.8000000000001	1484.968	1086.6	0.000134022	 	19:34:57
25.9000000000001	1555.676	1086.874	-0.004150478	 	19:34:57
26.0000000000001	1629.751	1086.704	0.004509846	 	19:34:57
26.1000000000001	1707.353	1086.697	-0.004950747	 	19:34:57
26.2000000000001	1788.65	1086.731	-0.003798346	 	19:34:57
26.3000000000001	1873.817	1086.737	-0.007272557	 	19:34:57
26.4000000000001	1963.041	1086.661	0.002190253	 	19:34:57
26.5000000000001	2056.512	1086.653	-0.004208211	 	19:34:57
26.6000000000001	2154.435	1086.731	-0.009388891	 	19:34:57
26.7000000000001	2257.02	1086.697	-0.01204279	 	19:34:57
26.8000000000001	2364.49	1086.741	-0.008759991	 	19:34:58
26.9000000000001	2477.076	1086.667	-0.01418197	 	19:34:58
27.0000000000001	2595.024	1086.6	-0.01031146	 	19:34:58
27.1000000000001	2718.588	1086.772	-0.02135283	 	19:34:58
